timestamp,user_id,event_type,game_name,bet_amount,win_amount,device,country
2025-06-03 09:48:13,13-75/07,game_start,roulette,0,0,mobile,SE
2025-06-03 11:43:54,51-21/08,bet_result,slots,0,0,tablet,LV
2025-06-04 02:09:24,95-70/49,game_end,roulette,0,0,desktop,FI
2025-06-03 15:47:32,50-54/18,game_end,blackjack,0,0,tablet,LV
2025-06-03 06:35:55,76-94/96,game_end,slots,0,0,tablet,EE
2025-06-03 12:05:57,29-58/78,game_start,blackjack,0,0,desktop,LV
2025-06-03 16:12:02,58-30/99,bet_result,slots,0,0,mobile,LV
2025-06-03 09:39:51,41-55/86,bet_placed,blackjack,136,0,tablet,LT
2025-06-03 07:27:21,91-45/30,game_start,roulette,0,0,tablet,EE
2025-06-04 00:41:46,30-76/86,bet_placed,blackjack,124,0,desktop,EE
2025-06-03 23:45:03,39-28/49,game_start,slots,0,0,mobile,FI
2025-06-03 11:30:17,93-70/07,game_end,slots,0,0,desktop,LV
2025-06-03 07:52:54,96-60/30,bet_result,baccarat,0,0,desktop,EE
2025-06-03 15:51:32,68-10/43,game_start,roulette,0,0,mobile,SE
2025-06-04 02:37:31,12-67/69,game_end,roulette,0,0,tablet,EE
2025-06-04 01:14:09,25-30/23,bet_result,poker,0,0,desktop,LV
2025-06-03 06:11:28,19-90/05,bet_placed,baccarat,84,0,mobile,EE
2025-06-03 23:07:44,52-08/66,bet_result,roulette,0,0,tablet,SE
2025-06-03 12:18:08,06-48/98,bet_placed,baccarat,196,0,desktop,FI
2025-06-03 12:58:05,95-18/36,game_start,roulette,0,0,desktop,EE
2025-06-03 06:44:49,37-96/44,game_start,baccarat,0,0,tablet,EE
2025-06-04 02:12:39,39-93/13,game_end,poker,0,0,mobile,LT
2025-06-04 02:51:27,63-57/80,bet_result,poker,0,0,mobile,SE
2025-06-03 05:16:15,28-80/43,bet_placed,slots,14,0,mobile,SE
2025-06-03 08:20:19,76-35/81,bet_placed,baccarat,155,0,desktop,LT
2025-06-03 22:24:01,67-06/46,bet_result,blackjack,0,0,desktop,EE
2025-06-03 23:08:04,48-92/64,bet_result,poker,0,0,tablet,EE
2025-06-03 15:04:35,43-92/63,bet_result,baccarat,0,0,mobile,SE
2025-06-03 09:15:43,65-65/26,bet_result,roulette,0,0,desktop,FI
2025-06-03 06:16:57,91-05/97,game_start,poker,0,0,tablet,LT
2025-06-03 17:02:02,45-03/34,bet_result,slots,0,0,tablet,EE
2025-06-03 05:55:14,78-74/25,bet_result,roulette,0,0,desktop,LT
2025-06-04 01:54:04,64-04/84,game_start,slots,0,0,desktop,EE
2025-06-03 09:54:45,98-76/51,bet_result,slots,0,0,mobile,EE
2025-06-03 08:57:29,85-97/91,game_start,baccarat,0,0,desktop,EE
2025-06-04 03:46:17,03-84/70,bet_placed,baccarat,197,0,mobile,LV
2025-06-03 16:35:27,56-49/22,bet_placed,slots,104,0,desktop,EE
2025-06-03 13:40:40,10-73/29,game_end,roulette,0,0,mobile,LV
2025-06-03 19:29:17,68-88/97,bet_placed,slots,186,0,mobile,SE
2025-06-04 03:18:24,65-79/26,bet_placed,baccarat,69,0,mobile,LV
2025-06-03 18:35:47,41-45/41,bet_result,slots,0,0,mobile,LT
2025-06-03 20:00:40,44-29/93,game_start,slots,0,0,desktop,SE
2025-06-03 07:24:29,79-16/68,game_start,poker,0,0,mobile,LT
2025-06-03 05:34:44,38-62/01,game_end,baccarat,0,0,mobile,FI
2025-06-03 12:07:58,04-57/60,bet_result,baccarat,0,0,mobile,EE
2025-06-03 09:39:10,81-65/96,game_end,blackjack,0,0,tablet,LT
2025-06-03 22:29:58,87-84/69,game_start,roulette,0,0,mobile,LV
2025-06-04 03:57:05,55-75/40,bet_result,slots,0,0,tablet,FI
2025-06-03 17:14:23,28-39/44,game_end,poker,0,0,tablet,EE
2025-06-03 05:08:40,62-48/22,bet_result,blackjack,0,0,tablet,LV
2025-06-03 11:06:32,24-32/55,bet_result,baccarat,0,0,desktop,LT
2025-06-03 09:24:42,48-37/22,game_start,roulette,0,0,mobile,EE
2025-06-03 20:08:41,77-91/46,bet_result,blackjack,0,0,desktop,EE
2025-06-03 21:48:26,68-49/87,game_end,poker,0,0,desktop,FI
2025-06-03 18:41:09,17-29/89,bet_result,roulette,0,0,desktop,LV
2025-06-03 15:05:58,41-12/15,game_end,roulette,0,0,desktop,SE
2025-06-03 14:36:58,16-01/06,bet_placed,poker,61,0,mobile,EE
2025-06-03 08:19:16,78-94/66,bet_placed,blackjack,31,0,tablet,LV
2025-06-04 02:22:31,50-48/63,bet_placed,blackjack,150,0,tablet,FI
2025-06-03 16:44:01,60-44/46,game_start,roulette,0,0,desktop,LV
2025-06-03 06:33:03,68-24/08,game_end,baccarat,0,0,mobile,FI
2025-06-04 01:15:29,68-86/49,bet_placed,baccarat,139,0,tablet,LT
2025-06-04 01:16:44,58-61/49,bet_result,slots,0,0,mobile,FI
2025-06-03 10:26:26,66-07/16,bet_result,baccarat,0,0,mobile,LV
2025-06-03 16:51:56,83-51/28,game_start,poker,0,0,tablet,SE
2025-06-04 02:50:03,42-08/99,bet_placed,baccarat,83,0,desktop,LT
2025-06-03 09:13:46,70-15/30,bet_result,roulette,0,0,tablet,LT
2025-06-03 20:56:28,61-45/60,bet_placed,blackjack,143,0,tablet,LV
2025-06-03 13:44:50,68-14/03,bet_result,baccarat,0,0,mobile,LV
2025-06-03 16:50:02,04-09/34,bet_result,slots,0,0,tablet,SE
2025-06-03 06:22:11,30-38/69,bet_result,poker,0,0,mobile,EE
2025-06-03 23:19:37,89-00/22,bet_placed,roulette,169,0,desktop,FI
2025-06-03 10:40:07,54-44/52,game_end,poker,0,0,desktop,EE
2025-06-04 01:43:47,18-03/62,game_start,blackjack,0,0,tablet,EE
2025-06-04 02:25:34,68-94/66,game_end,slots,0,0,tablet,FI
2025-06-04 00:52:21,21-12/14,game_start,blackjack,0,0,tablet,LV
2025-06-03 12:27:14,44-75/16,game_end,blackjack,0,0,desktop,SE
2025-06-03 17:30:58,72-50/04,game_end,slots,0,0,mobile,FI
2025-06-03 06:04:49,08-87/16,game_start,poker,0,0,mobile,FI
2025-06-03 16:44:43,40-06/21,game_start,blackjack,0,0,mobile,LV
2025-06-03 19:17:38,18-97/69,game_end,poker,0,0,mobile,FI
2025-06-03 06:25:46,32-29/86,game_start,roulette,0,0,desktop,LT
2025-06-03 23:41:35,37-90/18,bet_result,poker,0,0,desktop,FI
2025-06-03 19:27:01,72-46/02,game_end,slots,0,0,tablet,LV
2025-06-03 11:41:54,77-61/02,game_start,baccarat,0,0,desktop,FI
2025-06-04 01:30:03,01-09/07,game_end,roulette,0,0,desktop,SE
2025-06-03 11:18:15,52-71/72,game_end,roulette,0,0,mobile,SE
2025-06-03 21:34:53,96-70/31,bet_placed,poker,15,0,tablet,FI
2025-06-03 17:03:39,04-04/63,bet_result,poker,0,0,mobile,SE
2025-06-04 01:13:22,60-04/27,game_start,poker,0,0,desktop,SE
2025-06-03 07:26:27,87-20/44,bet_result,baccarat,0,0,tablet,FI
2025-06-04 03:48:11,86-23/47,game_start,blackjack,0,0,desktop,SE
2025-06-04 04:15:48,70-47/89,game_start,slots,0,0,desktop,EE
2025-06-03 16:23:16,86-56/60,game_end,baccarat,0,0,desktop,FI
2025-06-03 14:25:50,54-75/90,bet_result,blackjack,0,0,mobile,LV
2025-06-03 17:18:50,85-08/72,game_end,slots,0,0,tablet,EE
2025-06-03 12:33:09,61-42/88,bet_placed,baccarat,199,0,tablet,SE
2025-06-04 00:11:42,58-40/45,bet_placed,baccarat,83,0,mobile,SE
2025-06-04 03:26:04,49-93/24,game_end,poker,0,0,mobile,FI
2025-06-04 01:17:26,90-00/13,game_start,slots,0,0,mobile,FI
2025-06-03 20:22:16,83-49/59,game_end,poker,0,0,tablet,LT
2025-06-03 19:07:41,47-32/35,bet_result,poker,0,0,tablet,EE
2025-06-04 04:02:17,83-51/37,bet_placed,roulette,167,0,mobile,SE
2025-06-03 22:53:12,21-61/65,game_start,roulette,0,0,tablet,LV
2025-06-03 09:22:26,86-59/42,game_start,slots,0,0,tablet,FI
2025-06-03 11:04:40,34-23/07,game_start,blackjack,0,0,desktop,LT
2025-06-04 00:50:49,83-29/91,game_end,slots,0,0,tablet,SE
2025-06-03 11:44:21,68-29/81,game_end,baccarat,0,0,mobile,LT
2025-06-03 22:13:43,60-40/37,bet_result,blackjack,0,0,tablet,LT
2025-06-03 23:23:39,29-31/81,game_start,poker,0,0,tablet,LT
2025-06-03 19:30:06,62-25/07,bet_placed,poker,86,0,mobile,SE
2025-06-03 16:32:55,42-35/14,game_end,roulette,0,0,tablet,FI
2025-06-03 14:58:21,57-26/47,game_end,blackjack,0,0,desktop,EE
2025-06-03 22:12:45,69-98/85,bet_result,poker,0,0,desktop,LT
2025-06-03 23:10:51,20-35/04,game_end,blackjack,0,0,mobile,LT
2025-06-04 04:51:47,34-84/50,bet_result,baccarat,0,0,desktop,LV
2025-06-03 21:39:06,16-49/42,game_end,blackjack,0,0,mobile,SE
2025-06-03 07:15:22,26-39/86,game_start,poker,0,0,desktop,LV
2025-06-03 19:02:37,34-24/70,game_start,roulette,0,0,mobile,FI
2025-06-03 14:54:22,14-01/91,bet_placed,blackjack,92,0,desktop,EE
2025-06-03 23:18:23,70-47/25,bet_result,baccarat,0,0,desktop,EE
2025-06-04 01:13:13,58-02/91,bet_result,poker,0,0,tablet,SE
2025-06-03 16:03:32,35-70/15,game_start,slots,0,0,desktop,FI
2025-06-04 01:55:14,34-55/58,game_start,slots,0,0,tablet,SE
2025-06-03 16:31:24,51-17/21,game_end,roulette,0,0,tablet,LV
2025-06-03 22:22:44,73-15/28,bet_placed,slots,51,0,mobile,EE
2025-06-03 13:57:58,27-25/32,bet_result,baccarat,0,0,mobile,LT
2025-06-03 06:19:18,76-53/12,bet_placed,baccarat,66,0,tablet,FI
2025-06-04 01:46:00,52-85/11,bet_placed,slots,135,0,mobile,SE
2025-06-03 05:43:00,00-55/86,bet_result,slots,0,0,tablet,SE
2025-06-03 20:10:57,69-48/24,bet_placed,poker,77,0,mobile,EE
2025-06-03 11:13:58,77-52/83,game_end,roulette,0,0,tablet,LT
2025-06-03 10:19:13,59-46/57,game_start,baccarat,0,0,desktop,FI
2025-06-03 13:19:28,87-40/43,game_start,slots,0,0,mobile,LT
2025-06-03 22:26:12,96-89/69,game_start,blackjack,0,0,desktop,LV
2025-06-03 08:23:38,70-04/20,bet_result,roulette,0,0,tablet,LV
2025-06-03 17:31:06,83-06/41,bet_placed,roulette,62,0,desktop,LV
2025-06-03 15:54:20,61-54/51,game_start,roulette,0,0,tablet,LV
2025-06-03 11:29:17,40-23/80,game_start,slots,0,0,desktop,SE
2025-06-04 04:52:57,53-39/97,game_start,poker,0,0,desktop,FI
2025-06-04 01:59:25,42-23/70,bet_placed,slots,194,0,tablet,LV
2025-06-03 11:53:49,07-58/39,game_end,roulette,0,0,desktop,LV
2025-06-03 12:08:26,19-02/80,bet_result,slots,0,0,tablet,SE
2025-06-03 12:39:46,76-79/66,game_start,slots,0,0,desktop,SE
2025-06-04 03:05:36,11-87/21,bet_result,roulette,0,0,desktop,SE
2025-06-03 13:04:36,00-46/88,bet_result,roulette,0,0,mobile,LV
2025-06-03 22:58:55,56-88/94,bet_placed,blackjack,141,0,desktop,LV
2025-06-04 04:26:03,98-78/48,game_start,baccarat,0,0,desktop,LT
2025-06-03 17:21:30,21-74/39,bet_placed,slots,119,0,tablet,FI
2025-06-03 21:25:48,42-91/03,game_start,slots,0,0,desktop,LV
2025-06-03 14:18:09,80-75/70,game_start,blackjack,0,0,tablet,LV
2025-06-03 11:08:47,36-57/13,bet_placed,slots,165,0,desktop,FI
2025-06-03 18:23:23,32-03/05,bet_placed,slots,12,0,mobile,EE
2025-06-04 00:24:19,99-46/33,bet_result,blackjack,0,0,mobile,SE
2025-06-04 05:05:19,91-62/06,game_start,poker,0,0,mobile,EE
2025-06-04 03:53:53,27-17/62,game_end,poker,0,0,desktop,SE
2025-06-03 21:31:28,08-74/32,game_end,roulette,0,0,mobile,LV
2025-06-03 07:47:40,83-85/16,game_start,poker,0,0,tablet,LT
2025-06-03 07:36:12,98-04/87,bet_placed,poker,49,0,mobile,LT
2025-06-03 06:02:27,22-64/53,bet_placed,poker,134,0,desktop,LT
2025-06-03 07:27:32,81-78/12,bet_placed,roulette,161,0,mobile,FI
2025-06-03 06:45:33,63-03/40,game_end,roulette,0,0,mobile,SE
2025-06-03 18:52:30,95-81/43,game_end,blackjack,0,0,tablet,LV
2025-06-04 03:54:54,20-98/60,game_end,slots,0,0,mobile,LV
2025-06-04 01:23:10,99-93/32,game_start,baccarat,0,0,desktop,FI
2025-06-03 07:41:30,89-70/58,game_end,blackjack,0,0,desktop,LT
2025-06-03 16:38:31,89-92/78,bet_placed,slots,140,0,mobile,LT
2025-06-03 19:50:14,80-00/33,bet_placed,baccarat,182,0,mobile,SE
2025-06-03 14:04:58,58-42/55,bet_result,baccarat,0,0,mobile,EE
2025-06-03 17:22:47,52-11/68,game_start,blackjack,0,0,desktop,FI
2025-06-03 18:51:00,23-11/47,game_end,blackjack,0,0,desktop,SE
2025-06-03 07:49:39,34-63/59,bet_placed,baccarat,177,0,tablet,EE
2025-06-03 06:15:56,45-87/68,bet_result,blackjack,0,0,tablet,EE
2025-06-03 07:01:11,65-09/93,game_end,slots,0,0,tablet,SE
2025-06-03 06:23:43,60-69/11,game_end,blackjack,0,0,tablet,EE
2025-06-04 04:49:13,19-37/76,game_start,blackjack,0,0,mobile,FI
2025-06-03 11:14:59,03-86/98,game_start,poker,0,0,tablet,SE
2025-06-03 21:11:18,21-02/22,bet_result,roulette,0,0,desktop,FI
2025-06-03 18:58:27,45-45/91,game_end,poker,0,0,mobile,SE
2025-06-03 19:12:57,51-33/57,game_start,slots,0,0,desktop,LV
2025-06-04 02:24:10,83-96/36,bet_placed,baccarat,109,0,tablet,EE
2025-06-03 10:20:06,51-78/33,bet_result,roulette,0,0,tablet,LT
2025-06-03 10:55:01,64-66/93,bet_result,slots,0,0,tablet,LT
2025-06-03 06:48:39,10-51/43,game_start,roulette,0,0,tablet,LT
2025-06-03 22:30:44,57-45/55,game_start,blackjack,0,0,tablet,SE
2025-06-03 07:54:27,92-01/15,game_end,baccarat,0,0,tablet,LV
2025-06-04 03:14:48,37-15/53,bet_result,roulette,0,0,desktop,LV
2025-06-04 02:59:26,38-24/07,bet_result,slots,0,0,desktop,SE
2025-06-03 23:35:36,20-16/97,bet_result,baccarat,0,0,desktop,SE
2025-06-03 10:08:00,77-57/20,bet_placed,slots,187,0,mobile,SE
2025-06-03 15:57:20,72-34/04,game_end,blackjack,0,0,tablet,LT
2025-06-04 04:33:34,65-96/14,bet_placed,poker,88,0,desktop,SE
2025-06-03 06:02:32,85-59/65,bet_result,baccarat,0,0,mobile,LT
2025-06-04 00:48:16,98-48/47,game_start,baccarat,0,0,mobile,LT
2025-06-03 08:56:29,70-27/60,game_start,slots,0,0,mobile,LV
2025-06-04 00:00:35,37-27/84,game_start,baccarat,0,0,mobile,LV
2025-06-03 07:46:09,79-14/67,bet_result,blackjack,0,0,mobile,LV
2025-06-03 09:02:06,19-49/37,bet_placed,slots,100,0,mobile,FI
2025-06-03 14:35:09,47-57/41,game_start,poker,0,0,tablet,EE
2025-06-03 12:00:24,04-11/80,bet_placed,slots,29,0,desktop,SE
2025-06-03 20:56:53,21-77/71,bet_result,poker,0,0,desktop,LT
2025-06-03 15:44:46,85-01/24,bet_placed,roulette,136,0,mobile,EE
2025-06-03 17:16:59,78-19/66,game_start,blackjack,0,0,mobile,LV
2025-06-03 19:10:55,56-50/01,bet_result,blackjack,0,0,tablet,LT
2025-06-03 05:22:36,29-27/65,game_end,roulette,0,0,mobile,LV
2025-06-04 04:27:48,84-29/00,bet_result,slots,0,0,tablet,SE
2025-06-03 11:18:35,22-73/02,bet_placed,slots,58,0,desktop,LT
2025-06-04 00:45:56,09-33/80,game_start,baccarat,0,0,mobile,LV
2025-06-03 21:43:34,09-37/36,bet_result,blackjack,0,0,desktop,FI
2025-06-04 01:55:26,08-46/96,game_start,roulette,0,0,mobile,LT
2025-06-03 15:54:10,10-92/93,game_start,poker,0,0,tablet,EE
2025-06-04 02:08:39,80-10/12,bet_placed,poker,103,0,tablet,SE
2025-06-04 04:51:14,77-55/25,game_start,poker,0,0,mobile,SE
2025-06-03 05:59:14,31-57/42,game_end,poker,0,0,desktop,FI
2025-06-03 12:52:55,34-06/78,bet_placed,roulette,177,0,tablet,LT
2025-06-03 19:05:36,88-75/79,bet_result,blackjack,0,0,mobile,LV
2025-06-03 14:45:34,76-93/50,game_start,blackjack,0,0,tablet,SE
2025-06-03 19:55:15,18-56/41,bet_placed,baccarat,109,0,desktop,FI
2025-06-03 19:36:22,57-32/20,game_start,poker,0,0,desktop,SE
2025-06-03 22:01:51,47-44/88,bet_result,baccarat,0,0,tablet,FI
2025-06-04 02:19:58,21-87/87,game_end,baccarat,0,0,desktop,LV
2025-06-03 17:38:42,21-79/79,game_start,slots,0,0,desktop,FI
2025-06-04 00:41:44,94-19/79,bet_result,poker,0,0,mobile,EE
2025-06-03 10:52:01,59-02/97,bet_placed,blackjack,109,0,desktop,FI
2025-06-03 09:47:42,54-24/28,bet_result,slots,0,0,tablet,SE
2025-06-03 12:26:38,93-68/22,game_start,slots,0,0,mobile,SE
2025-06-04 02:46:55,37-63/26,bet_placed,baccarat,72,0,desktop,EE
2025-06-03 22:36:04,02-68/06,game_end,blackjack,0,0,tablet,FI
2025-06-04 00:37:36,33-34/37,bet_placed,baccarat,127,0,desktop,FI
2025-06-04 01:39:32,79-94/35,bet_placed,roulette,164,0,desktop,LT
2025-06-03 13:48:37,50-04/96,game_start,roulette,0,0,desktop,LV
2025-06-03 05:46:38,05-96/70,game_start,baccarat,0,0,mobile,LT
2025-06-03 22:00:56,39-29/72,bet_placed,roulette,65,0,mobile,SE
2025-06-03 08:45:29,49-90/97,game_end,baccarat,0,0,tablet,EE
2025-06-03 18:59:39,85-82/79,bet_placed,roulette,182,0,mobile,LV
2025-06-03 08:25:26,63-71/88,game_start,blackjack,0,0,tablet,EE
2025-06-03 16:05:21,76-63/50,game_start,slots,0,0,desktop,FI
2025-06-04 04:01:46,97-98/82,game_end,roulette,0,0,tablet,SE
2025-06-03 12:07:01,93-08/88,bet_placed,poker,113,0,tablet,EE
2025-06-03 10:30:01,14-31/28,game_end,roulette,0,0,desktop,EE
2025-06-03 23:53:52,16-78/19,game_end,baccarat,0,0,desktop,EE
2025-06-03 08:04:52,27-07/39,bet_placed,baccarat,57,0,desktop,SE
2025-06-04 03:52:28,73-63/95,bet_placed,slots,133,0,mobile,LT
2025-06-04 00:07:01,82-22/03,game_start,blackjack,0,0,desktop,LT
2025-06-04 00:07:03,28-40/08,game_end,blackjack,0,0,tablet,SE
2025-06-04 01:23:31,32-05/99,game_end,baccarat,0,0,mobile,FI
2025-06-03 08:29:23,32-78/92,bet_result,baccarat,0,0,mobile,EE
2025-06-03 18:10:57,73-72/98,bet_result,blackjack,0,0,tablet,SE
2025-06-03 16:19:32,80-88/90,bet_placed,slots,32,0,tablet,LV
2025-06-03 12:51:13,17-93/49,game_start,poker,0,0,mobile,EE
2025-06-03 08:46:30,24-73/84,game_end,slots,0,0,mobile,EE
2025-06-03 18:24:20,57-60/03,bet_placed,blackjack,57,0,tablet,FI
2025-06-03 08:51:48,41-74/77,bet_placed,poker,194,0,desktop,FI
2025-06-03 08:16:55,74-86/55,game_start,baccarat,0,0,tablet,SE
2025-06-04 03:29:57,73-71/93,game_end,blackjack,0,0,tablet,FI
2025-06-03 21:32:42,23-94/14,game_start,poker,0,0,tablet,SE
2025-06-03 20:49:52,84-83/85,bet_result,blackjack,0,0,mobile,SE
2025-06-03 13:02:21,07-06/98,game_start,poker,0,0,desktop,LT
2025-06-03 06:41:21,60-61/36,bet_result,blackjack,0,0,tablet,LV
2025-06-03 18:35:09,89-18/12,bet_placed,blackjack,122,0,mobile,SE
2025-06-03 12:34:16,64-60/64,bet_placed,blackjack,147,0,tablet,FI
2025-06-03 19:41:18,98-62/98,bet_placed,baccarat,82,0,desktop,FI
2025-06-04 02:02:36,33-74/28,game_end,roulette,0,0,tablet,FI
2025-06-03 21:08:07,63-19/83,game_start,roulette,0,0,mobile,LT
2025-06-03 07:36:54,91-17/29,game_end,baccarat,0,0,tablet,SE
2025-06-03 17:53:39,10-98/39,bet_result,roulette,0,0,mobile,LT
2025-06-03 14:50:51,65-90/24,game_start,blackjack,0,0,tablet,EE
2025-06-03 17:32:20,54-68/79,bet_result,poker,0,0,mobile,FI
2025-06-03 16:33:01,02-03/04,game_end,blackjack,0,0,desktop,SE
2025-06-03 11:25:57,04-07/94,game_end,baccarat,0,0,tablet,EE
2025-06-03 11:38:01,73-36/66,game_start,poker,0,0,mobile,FI
2025-06-03 14:11:42,29-17/91,game_end,blackjack,0,0,tablet,LV
2025-06-03 18:40:25,51-02/01,bet_result,slots,0,0,desktop,LT
2025-06-04 04:00:46,11-28/85,bet_result,slots,0,0,mobile,LV
2025-06-03 12:09:58,72-24/48,bet_placed,blackjack,38,0,desktop,FI
2025-06-03 07:37:25,80-77/07,bet_placed,baccarat,187,0,mobile,FI
2025-06-04 04:40:01,40-41/07,bet_placed,roulette,21,0,mobile,SE
2025-06-03 14:39:43,13-93/12,bet_result,baccarat,0,0,desktop,LV
2025-06-03 14:12:19,55-80/01,bet_placed,poker,90,0,desktop,EE
2025-06-03 13:50:15,78-32/95,game_start,roulette,0,0,mobile,EE
2025-06-04 04:24:35,83-92/56,bet_result,poker,0,0,mobile,SE
2025-06-03 14:07:54,04-75/07,game_end,baccarat,0,0,desktop,LV
2025-06-03 09:23:17,42-99/06,game_start,poker,0,0,desktop,FI
2025-06-03 11:30:11,46-33/71,bet_placed,blackjack,151,0,desktop,SE
2025-06-04 02:47:07,72-47/46,bet_result,slots,0,0,desktop,EE
2025-06-03 11:35:38,49-11/68,game_end,slots,0,0,mobile,LV
2025-06-03 21:19:20,51-82/67,game_end,poker,0,0,desktop,LT
2025-06-03 09:34:19,72-96/93,game_start,slots,0,0,desktop,SE
2025-06-04 00:42:09,99-58/43,bet_placed,poker,121,0,tablet,EE
2025-06-04 02:12:44,33-01/05,game_start,baccarat,0,0,mobile,FI
2025-06-04 01:57:38,02-64/85,bet_result,baccarat,0,0,desktop,SE
2025-06-03 21:20:39,60-79/23,game_end,blackjack,0,0,mobile,FI
2025-06-04 00:44:35,84-83/23,bet_placed,blackjack,147,0,desktop,FI
2025-06-03 17:40:35,03-96/35,bet_result,blackjack,0,0,tablet,EE
2025-06-03 21:31:13,92-20/52,bet_result,poker,0,0,desktop,EE
2025-06-03 15:37:16,44-79/44,game_end,slots,0,0,mobile,SE
2025-06-03 14:18:40,71-76/63,bet_result,baccarat,0,0,mobile,SE
2025-06-03 06:34:51,98-66/10,bet_placed,blackjack,116,0,desktop,EE
2025-06-03 19:29:13,88-74/53,bet_placed,blackjack,124,0,mobile,EE
2025-06-03 11:50:36,29-00/47,game_end,poker,0,0,tablet,LT
2025-06-03 20:33:54,75-24/57,game_end,roulette,0,0,desktop,SE
2025-06-03 19:50:44,69-05/82,game_start,blackjack,0,0,mobile,LV
2025-06-03 13:25:20,49-88/78,bet_placed,roulette,126,0,tablet,LT
2025-06-03 17:59:50,21-77/42,bet_result,roulette,0,0,desktop,LV
2025-06-04 02:49:15,81-79/89,game_end,slots,0,0,mobile,SE
2025-06-03 19:43:58,80-26/69,game_start,roulette,0,0,tablet,SE
2025-06-03 07:28:13,95-85/99,bet_result,slots,0,0,desktop,SE
2025-06-03 18:29:06,67-51/66,game_start,slots,0,0,desktop,LV
2025-06-03 13:30:54,14-49/88,bet_placed,slots,175,0,mobile,LV
2025-06-03 23:29:54,35-91/74,bet_placed,blackjack,87,0,tablet,EE
2025-06-03 19:39:24,12-56/02,bet_result,poker,0,0,tablet,EE
2025-06-04 02:14:14,95-98/21,game_start,poker,0,0,mobile,LT
2025-06-04 03:25:45,57-94/79,bet_result,baccarat,0,0,desktop,LT
2025-06-04 02:27:21,07-82/02,bet_result,baccarat,0,0,mobile,FI
2025-06-03 08:44:48,87-15/07,game_start,poker,0,0,tablet,LT
2025-06-03 07:38:40,60-35/95,game_start,slots,0,0,desktop,LT
2025-06-03 12:59:48,12-72/72,game_end,roulette,0,0,desktop,LV
2025-06-03 11:29:44,49-80/34,bet_result,slots,0,0,desktop,FI
2025-06-03 15:27:57,16-50/31,bet_placed,roulette,167,0,desktop,SE
2025-06-04 00:13:52,35-35/87,bet_placed,blackjack,126,0,mobile,LT
2025-06-04 01:23:05,54-59/00,game_end,roulette,0,0,desktop,SE
